section,date,away,home,status,conviction_pct,away_sp_name,home_sp_name,away_sp_factor,home_sp_factor,away_bp_factor,home_bp_factor,venue,temp_f,wind_mph,wind_dir,weather_factor,away_stars_present,home_stars_present,away_missing_stars,home_missing_stars,away_lineup_factor,home_lineup_factor,away_runs_proj,home_runs_proj,total_proj,pick_8.5,pick_9.0,pick_9.5,kelly_line,model_prob,fair_odds_dec,market_odds_dec,market_odds_american,book,edge_pct,kelly_pct,kelly_advice,status_reason,total_runs,result_8.5,result_9.0,result_9.5
backfill,2026-04-10,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-10,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-10,WSH,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-10,BOS,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-10,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-10,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-10,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-09,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-09,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-09,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-09,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-09,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-09,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-04-08,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-08,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-08,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-08,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-08,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-08,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-08,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-08,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-08,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-08,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-08,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-08,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-07,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-07,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-07,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-07,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-07,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-07,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-07,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-07,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-07,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-07,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-07,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-07,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-07,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-07,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-07,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-06,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-06,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-06,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-06,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-06,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-06,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-06,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-06,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-06,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-06,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-06,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-06,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-06,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-05,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-05,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-05,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-05,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-05,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-05,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-05,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-05,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-05,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-05,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,OVER,OVER,OVER
backfill,2026-04-05,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-05,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-05,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-05,STL,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-04,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-04,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-04,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-04,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-04,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-04,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-04,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-04-04,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-04,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-04,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-04,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-04,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-03,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-04-03,STL,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-03,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-03,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-04-03,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-03,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-03,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-04-03,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-04-03,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-03,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-03,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-04-03,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-04-03,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-04-03,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-04-02,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-02,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-04-02,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-04-01,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-04-01,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-01,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-01,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-04-01,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-01,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-01,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-04-01,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-01,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-04-01,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-01,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,UNDER,UNDER,UNDER
backfill,2026-04-01,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-01,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-04-01,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,OVER,OVER,OVER
backfill,2026-04-01,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-31,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-03-31,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-31,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-31,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-31,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-31,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-31,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-03-31,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-03-31,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-31,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-31,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-03-31,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-03-31,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-31,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-30,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-03-30,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-30,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,UNDER,UNDER,UNDER
backfill,2026-03-30,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-03-30,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,OVER,OVER,OVER
backfill,2026-03-30,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,OVER,OVER,OVER
backfill,2026-03-30,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-03-30,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-03-30,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-30,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-30,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-03-30,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-30,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-30,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-03-30,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-29,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-03-29,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-29,KC,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-29,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-29,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-29,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-29,COL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-29,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-03-29,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-03-29,TB,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,OVER,OVER,OVER
backfill,2026-03-29,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-03-29,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-03-28,TB,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-28,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,OVER,OVER,OVER
backfill,2026-03-28,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,OVER,OVER,OVER
backfill,2026-03-28,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-28,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-03-28,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-28,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-28,COL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-28,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,OVER,OVER,OVER
backfill,2026-03-28,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-28,KC,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-03-28,NYY,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,UNDER,UNDER,UNDER
backfill,2026-03-28,DET,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-28,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-28,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
backfill,2026-03-27,NYY,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-27,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-27,COL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-27,KC,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-27,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-03-27,DET,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-27,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,UNDER,UNDER,UNDER
backfill,2026-03-27,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,OVER,PUSH,UNDER
backfill,2026-03-26,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,OVER,OVER,OVER
backfill,2026-03-26,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-03-26,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,OVER,OVER,OVER
backfill,2026-03-26,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-26,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-26,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,UNDER,UNDER,UNDER
backfill,2026-03-26,DET,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-03-26,TB,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,OVER,OVER,OVER
backfill,2026-03-26,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,UNDER,UNDER,UNDER
backfill,2026-03-26,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-03-26,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,OVER,OVER,OVER
backfill,2026-03-25,NYY,SF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,UNDER,UNDER,UNDER
backfill,2026-03-24,TB,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-24,BOS,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,OVER,OVER,OVER
backfill,2026-03-24,KC,TEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,UNDER,UNDER,UNDER
backfill,2026-03-24,NYY,CHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,OVER,OVER,OVER
